age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
35,7,3,3,1,2,1,1,3,4,102,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
33,8,1,7,1,2,1,2,6,1,208,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
32,2,1,3,1,1,1,1,2,2,189,2,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
33,7,1,7,1,1,2,1,6,4,17,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,1
49,6,2,2,1,2,1,2,6,3,259,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
41,8,2,1,1,2,1,2,6,1,174,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
37,8,3,5,1,1,1,2,6,5,325,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
27,7,3,7,1,2,1,1,6,2,285,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
30,5,1,3,1,2,1,1,1,5,106,3,999,0,1,-1.8,93.369,-34.8,0.6459999999999999,5008.7,1
57,2,2,2,1,1,1,2,6,3,452,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
98,11,1,4,1,2,1,1,8,1,272,2,999,0,1,-3.4,92.431,-26.9,0.73,5017.5,2
29,2,3,5,1,2,2,1,7,5,89,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,2
34,8,1,4,1,2,1,2,6,2,139,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
35,7,1,7,1,1,1,1,2,2,207,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
27,3,3,2,1,2,1,1,3,4,111,1,999,0,1,-1.7,94.027,-38.3,0.9,4991.6,1
35,7,1,5,1,2,1,1,3,3,603,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
28,7,3,5,1,2,1,1,2,3,662,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
22,3,3,5,1,1,2,2,7,2,166,2,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,2
24,7,3,7,1,1,2,1,6,1,23,8,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
42,5,2,3,1,1,1,1,2,5,255,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
50,10,1,3,1,1,1,1,6,3,549,1,999,1,3,-1.8,92.893,-46.2,1.291,5099.1,1
65,11,1,4,1,1,1,1,8,1,176,5,999,0,1,-3.4,92.431,-26.9,0.72,5017.5,1
35,6,2,5,1,1,2,1,2,5,97,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
29,6,1,5,1,2,2,2,6,4,159,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
40,7,1,7,1,1,1,2,7,5,96,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
32,2,3,3,1,1,1,1,3,5,515,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
29,7,3,7,1,2,2,1,4,4,182,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
41,8,1,2,1,1,1,2,6,2,441,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
45,6,1,5,1,1,1,1,3,3,249,3,999,0,1,-2.9,92.201,-31.4,0.883,5076.2,1
29,2,3,3,1,1,1,1,2,2,441,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
35,7,1,3,1,2,1,1,3,3,117,1,999,0,1,-2.9,92.201,-31.4,0.8590000000000001,5076.2,1
30,2,3,3,1,2,1,2,2,5,256,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
45,4,3,7,1,2,1,2,6,4,77,4,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
38,8,1,4,1,1,1,1,5,3,277,1,999,0,1,-1.8,93.075,-47.1,1.453,5099.1,1
30,2,1,5,1,1,1,1,7,5,439,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
30,5,3,3,1,1,1,1,2,5,211,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
48,8,1,2,1,1,1,1,6,3,309,1,10,1,2,-1.8,92.893,-46.2,1.291,5099.1,2
46,8,1,7,1,1,1,2,6,2,116,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
35,2,3,5,1,2,1,2,6,4,195,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
38,9,1,4,1,1,1,1,3,2,231,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
27,6,3,5,1,1,1,2,6,1,108,2,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
33,7,2,7,1,2,1,2,6,1,44,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
27,2,1,5,1,1,1,1,6,5,88,2,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
48,6,1,5,1,1,1,1,6,5,97,3,999,2,3,-1.8,92.893,-46.2,1.264,5099.1,1
44,4,1,7,1,2,1,2,3,4,116,5,999,0,1,1.4,93.444,-36.1,4.967,5228.1,1
36,6,1,5,1,1,1,2,6,1,358,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
56,11,1,4,1,1,1,1,2,3,112,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
41,4,3,3,1,1,1,2,6,2,296,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
27,8,3,1,1,1,1,2,2,3,68,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
27,6,3,5,1,1,1,2,6,1,75,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
35,7,3,7,1,2,1,1,3,3,109,4,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
30,6,3,5,1,1,2,1,2,4,237,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
46,2,1,3,1,2,1,2,3,2,213,1,999,0,1,-2.9,92.201,-31.4,0.873,5076.2,1
34,7,1,5,1,2,1,1,3,2,112,5,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
48,8,1,4,1,2,2,1,2,1,269,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
50,5,1,3,1,1,1,1,3,3,89,3,4,1,2,-2.9,92.201,-31.4,0.883,5076.2,1
41,6,1,5,1,2,2,1,6,4,21,8,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
40,7,1,7,1,1,1,2,7,5,92,6,999,0,1,1.4,94.465,-41.8,4.96,5228.1,1
41,4,3,3,1,2,2,2,7,5,640,3,999,0,1,1.4,94.465,-41.8,4.958,5228.1,1
33,7,1,2,1,1,1,2,7,5,76,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
50,10,1,3,1,1,1,1,2,3,289,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
52,7,2,5,1,1,2,1,6,4,191,2,999,1,3,-1.8,92.893,-46.2,1.281,5099.1,1
34,5,3,3,1,1,2,1,6,4,136,5,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
37,6,1,5,1,2,1,2,6,5,149,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
60,11,1,3,1,2,1,1,6,3,133,1,3,1,2,-1.8,92.893,-46.2,1.266,5099.1,2
21,3,3,2,1,1,1,1,1,4,363,1,6,1,2,-1.8,93.369,-34.8,0.655,5008.7,2
24,6,3,2,1,2,2,2,6,1,816,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
52,8,1,3,1,2,1,2,7,2,118,4,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
57,2,1,3,1,2,1,1,3,2,74,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
53,4,1,3,1,2,1,1,4,1,61,4,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
38,8,3,1,1,2,1,2,6,1,331,6,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
34,7,1,3,1,2,1,1,3,1,643,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
45,4,1,1,1,2,1,1,3,4,100,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
45,8,1,2,1,1,1,1,3,3,234,3,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
26,4,1,3,1,2,1,2,7,4,106,1,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
59,9,1,1,1,2,1,2,6,4,329,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
34,7,1,7,1,2,1,1,2,4,75,5,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
33,5,1,3,1,1,1,2,6,5,405,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
50,6,1,5,1,2,2,1,6,1,44,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,1
34,8,1,2,1,2,1,2,6,3,355,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
58,11,1,7,1,2,1,1,3,5,302,2,999,0,1,1.4,93.444,-36.1,4.97,5228.1,1
35,2,3,3,1,2,1,1,5,2,388,2,999,0,1,-1.8,93.749,-34.6,0.659,5008.7,2
42,5,1,1,1,2,1,1,10,2,84,3,999,0,1,-3.4,92.379,-29.8,0.778,5017.5,2
26,2,1,5,1,1,1,2,7,1,120,6,999,0,1,1.4,94.465,-41.8,4.947,5228.1,1
31,2,1,3,1,2,2,1,6,5,173,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
37,8,1,1,1,2,1,2,7,2,216,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
45,8,1,4,1,2,2,1,4,4,130,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
53,8,1,1,1,2,1,1,2,4,362,19,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
26,1,3,2,1,2,2,1,2,5,104,4,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
41,9,1,1,1,1,1,1,3,4,186,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
32,2,3,3,1,1,1,1,3,2,211,4,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
38,8,1,2,1,2,1,2,6,4,160,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
43,1,1,7,1,1,1,2,7,3,41,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
42,1,1,1,1,1,1,2,7,2,87,2,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
31,2,3,3,1,2,2,1,3,5,207,4,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
35,5,3,3,1,1,1,1,2,5,403,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
59,8,1,4,1,2,1,1,3,3,115,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
59,8,1,4,1,1,1,2,6,1,424,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
50,8,1,2,1,2,1,1,7,2,117,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
60,11,1,3,1,2,1,2,6,1,576,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
49,2,1,5,1,2,1,1,6,4,115,1,999,1,3,-1.8,92.893,-46.2,1.334,5099.1,1
54,2,1,3,1,2,1,2,7,1,291,2,999,0,1,1.4,94.465,-41.8,4.947,5228.1,1
50,10,1,3,1,2,1,1,2,5,1165,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
37,6,2,2,1,1,1,1,2,4,143,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
22,8,3,4,1,2,1,2,4,2,16,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
34,2,1,3,1,1,1,1,4,1,124,3,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
44,6,2,5,1,1,1,2,6,5,470,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
35,2,3,3,1,2,1,1,6,5,75,1,999,1,3,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
36,2,3,3,1,1,1,1,4,2,105,2,999,1,3,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
38,2,3,5,1,2,1,2,7,5,287,2,999,0,1,1.4,94.465,-41.8,4.96,5228.1,1
41,8,2,2,1,2,1,1,6,3,48,2,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
36,6,1,5,1,1,1,1,7,2,101,3,999,0,1,-1.7,94.055,-39.8,0.7290000000000001,4991.6,1
25,3,3,5,1,1,1,2,5,4,405,1,999,0,1,-1.8,93.075,-47.1,1.415,5099.1,2
45,8,3,5,1,1,1,1,4,2,71,1,999,1,3,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
32,2,3,3,1,2,1,1,3,2,457,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,1
47,4,1,3,1,1,1,1,5,5,145,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
43,8,1,4,1,2,1,1,2,1,101,6,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
28,8,3,2,1,2,1,2,6,4,99,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
45,2,1,2,1,2,1,2,7,2,60,1,999,0,1,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
28,2,1,5,1,1,2,2,7,1,260,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
30,8,1,2,1,1,1,1,4,2,677,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,2
31,2,1,5,1,2,1,2,6,3,172,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
57,7,1,7,1,2,1,2,6,5,483,2,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,2
43,7,2,7,1,2,1,2,7,5,99,3,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
28,6,3,5,1,2,1,1,6,5,91,6,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
40,2,1,5,1,2,1,2,7,3,406,3,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
65,5,1,4,1,1,1,1,9,4,456,2,9,1,2,-3.0,92.713,-33.0,0.715,5023.5,2
25,6,3,3,1,2,1,1,2,4,170,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
32,7,1,5,1,2,1,1,6,3,67,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,1
30,4,3,3,1,2,1,1,10,3,191,1,999,0,1,-3.4,92.379,-29.8,0.7879999999999999,5017.5,1
45,8,1,2,1,1,1,1,4,1,126,2,999,1,3,-0.1,93.2,-42.0,4.021,5195.8,1
33,8,1,1,1,2,1,1,2,3,17,11,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
25,8,1,2,1,1,1,1,2,4,108,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
50,6,1,5,1,2,1,1,2,1,60,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
46,6,1,5,1,1,1,1,3,3,205,5,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
60,1,1,5,1,2,1,1,5,2,1260,2,2,1,2,-1.8,93.075,-47.1,1.365,5099.1,2
58,7,1,7,1,2,1,1,10,2,156,1,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,1
58,5,1,3,1,2,1,1,2,5,332,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
31,8,1,4,1,2,1,2,6,4,650,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
29,9,1,3,1,1,1,2,6,3,165,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
31,4,1,3,1,2,1,1,2,3,242,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
20,3,3,5,1,2,1,2,5,2,80,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,1
40,2,1,7,1,2,2,1,2,2,203,6,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
42,2,1,3,1,1,1,2,6,5,67,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
40,2,1,5,1,2,2,2,6,1,498,4,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
58,5,1,3,1,2,1,1,4,2,67,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
33,4,1,2,1,2,1,1,2,2,226,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
44,6,2,5,1,2,2,1,4,5,164,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
29,2,3,5,1,1,1,2,6,4,93,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
48,2,1,3,1,2,1,1,2,3,198,4,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
45,8,1,2,1,2,1,2,7,1,194,3,999,0,1,1.4,94.465,-41.8,4.967,5228.1,1
52,5,1,3,1,1,1,1,3,5,1488,2,999,0,1,1.4,93.444,-36.1,4.97,5228.1,2
48,2,2,5,1,1,2,2,6,3,284,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
55,11,2,5,1,1,1,2,7,2,410,16,999,0,1,1.4,94.465,-41.8,4.958,5228.1,1
24,8,1,2,1,1,1,2,2,5,171,1,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
59,11,2,7,1,2,1,1,6,4,281,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,1
46,10,1,7,1,2,2,1,5,1,65,3,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
37,8,1,2,1,1,1,1,6,1,612,3,999,0,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
30,6,1,2,1,1,1,2,2,3,186,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
37,1,3,7,1,1,1,1,8,1,142,4,6,1,2,-1.1,94.601,-49.5,1.029,4963.6,1
36,2,1,5,1,1,2,2,7,2,59,8,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
56,11,1,4,1,1,1,1,4,3,79,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
29,7,3,5,1,1,1,1,3,3,63,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,1
55,10,1,7,1,2,1,1,8,5,534,1,999,0,1,-3.4,92.431,-26.9,0.7390000000000001,5017.5,1
33,6,1,5,1,1,1,2,6,5,146,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
42,7,2,2,1,1,1,2,6,3,474,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
28,8,1,2,1,1,1,1,6,2,92,1,999,1,3,-1.8,92.893,-46.2,1.266,5099.1,1
43,2,2,5,1,1,1,1,2,5,96,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
52,6,1,5,1,2,1,1,1,2,177,2,11,3,3,-1.8,93.369,-34.8,0.654,5008.7,2
58,8,1,4,1,2,2,2,6,1,422,1,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
28,2,3,5,1,2,1,1,6,3,91,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,1
27,8,1,2,1,1,1,2,6,4,392,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
36,7,1,7,1,2,1,1,6,2,258,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,1
46,2,2,3,1,2,2,2,2,2,73,1,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
63,11,2,3,1,2,2,1,2,2,146,1,999,1,3,-2.9,92.469,-33.6,1.072,5076.2,1
44,7,2,3,1,2,1,2,6,2,86,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,1
43,5,1,3,1,2,1,1,4,3,89,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
48,2,1,3,1,2,2,1,3,1,21,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
30,1,1,7,1,1,2,1,2,2,156,6,999,0,1,1.4,93.918,-42.7,4.958,5228.1,1
32,7,3,5,1,2,1,1,3,5,606,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,2
40,2,3,3,1,2,1,1,2,1,250,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
44,2,1,3,1,1,1,1,5,2,109,1,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
39,7,1,3,1,1,1,1,3,3,191,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,1
46,5,3,3,1,1,2,1,4,2,378,8,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
36,2,1,5,1,2,1,2,7,4,159,1,999,0,1,1.4,94.465,-41.8,4.962,5228.1,1
58,4,2,7,1,2,1,2,7,2,430,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
52,8,1,4,1,2,1,2,7,5,140,3,999,0,1,1.4,94.465,-41.8,4.865,5228.1,1
60,11,1,4,1,2,1,1,2,4,659,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
34,2,1,7,1,2,1,1,1,2,562,3,999,1,3,-1.8,93.369,-34.8,0.654,5008.7,2
33,5,1,3,1,1,1,1,4,4,523,2,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,1
36,2,1,5,1,1,1,2,6,4,152,3,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
51,2,2,3,1,1,1,1,4,2,267,1,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
34,5,1,3,1,1,1,2,6,5,102,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
42,2,2,5,1,1,1,1,5,2,380,3,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,1
51,2,1,2,1,1,2,1,4,3,515,3,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
27,6,3,5,1,1,1,1,2,2,129,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
22,4,3,7,1,2,1,1,8,4,218,1,999,0,1,-1.1,94.601,-49.5,0.959,4963.6,2
37,8,1,4,1,1,1,2,6,3,565,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
56,2,1,2,1,2,1,2,6,5,158,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
32,1,3,3,1,1,1,1,6,2,213,1,999,1,3,-1.8,92.893,-46.2,1.327,5099.1,1
51,2,1,5,1,1,1,2,6,3,280,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
41,8,1,1,1,2,1,1,6,4,488,1,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,2
41,5,3,3,1,1,1,1,2,3,200,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
30,2,3,5,1,2,1,1,6,1,195,3,999,1,3,-1.8,92.893,-46.2,1.25,5099.1,1
39,8,1,1,1,1,1,1,3,2,320,2,3,1,2,-2.9,92.201,-31.4,0.873,5076.2,2
46,8,1,2,1,2,1,2,6,1,116,6,999,0,1,1.1,93.994,-36.4,4.864,5191.0,1
36,6,2,5,1,1,1,1,4,3,87,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
33,8,3,5,1,2,2,2,6,2,22,6,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
40,8,1,4,1,1,1,2,6,2,144,5,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
34,7,1,5,1,2,2,1,4,2,1329,2,999,0,1,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
44,2,1,5,1,2,1,1,5,2,292,4,999,0,1,-1.8,93.749,-34.6,0.644,5008.7,1
49,8,1,2,1,2,1,2,6,4,170,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
52,2,1,5,1,1,1,1,3,2,331,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
37,8,1,7,1,1,1,2,6,5,336,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
46,2,1,5,1,1,1,2,6,1,297,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
39,8,3,4,1,1,1,2,2,1,470,24,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
26,5,3,3,1,1,1,1,6,3,279,2,999,1,3,-1.8,92.893,-46.2,1.344,5099.1,1
28,2,1,5,1,1,1,2,2,3,249,1,999,0,1,1.4,93.918,-42.7,4.955,5228.1,1
30,7,3,7,1,1,1,1,2,3,163,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
29,2,3,3,1,2,2,1,3,5,121,12,999,0,1,-2.9,92.201,-31.4,0.821,5076.2,1
35,2,3,4,1,1,1,2,6,4,309,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
51,8,1,2,1,2,2,1,2,2,151,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
38,9,3,4,1,1,1,1,2,5,457,5,999,0,1,1.4,93.918,-42.7,4.96,5228.1,1
35,8,1,4,1,2,1,2,6,1,185,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
45,2,1,2,1,1,1,2,7,1,973,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,2
33,7,2,7,1,2,1,2,6,4,103,1,999,0,1,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
32,8,3,3,1,2,1,1,4,3,63,1,999,0,1,-0.1,93.2,-42.0,4.1530000000000005,5195.8,1
52,8,1,4,1,2,1,2,7,5,116,1,999,0,1,1.4,94.465,-41.8,4.96,5228.1,1
40,8,3,1,1,2,1,1,5,1,155,3,999,1,3,-1.8,93.075,-47.1,1.405,5099.1,1
54,6,1,3,1,1,1,2,7,3,345,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,1
35,7,3,7,1,1,1,1,6,5,146,2,999,0,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
34,2,3,5,1,1,1,1,7,1,548,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,2
27,7,3,3,1,1,1,1,1,3,133,1,999,0,1,-1.8,93.369,-34.8,0.655,5008.7,1
39,7,3,7,1,1,1,1,2,5,617,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,2
50,5,1,3,1,2,1,1,2,2,221,1,999,0,1,1.4,93.918,-42.7,4.968,5228.1,1
52,8,1,2,1,2,1,1,6,5,185,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,1
37,10,2,3,1,2,1,1,2,4,224,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
37,7,1,3,1,1,1,2,6,4,360,2,999,0,1,1.1,93.994,-36.4,4.859,5191.0,1
33,8,1,4,1,2,1,2,2,4,157,4,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
53,2,1,3,1,2,1,1,6,4,59,1,999,1,3,-1.8,92.893,-46.2,1.334,5099.1,1
43,10,1,5,1,2,2,2,6,5,642,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,2
32,5,3,3,1,2,1,1,1,5,78,2,999,1,3,-1.8,92.843,-50.0,1.703,5099.1,1
28,6,1,2,1,1,1,1,2,4,191,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,1
40,8,1,2,1,2,1,1,6,2,140,1,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,1
60,2,1,5,1,2,1,1,2,3,143,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,1
26,10,3,5,1,1,1,2,7,3,49,1,999,0,1,-1.7,94.055,-39.8,0.713,4991.6,1
48,8,1,4,1,1,2,1,4,1,103,1,999,1,3,-0.1,93.2,-42.0,4.021,5195.8,1
53,4,1,3,1,2,1,1,3,5,693,6,999,0,1,1.4,93.444,-36.1,4.963,5228.1,1
41,2,3,5,1,2,1,1,6,5,306,3,999,1,3,-1.8,92.893,-46.2,1.354,5099.1,1
58,2,1,3,1,2,1,1,4,1,21,7,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,1
52,2,1,4,1,2,1,1,4,5,74,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,1
26,7,3,3,1,2,1,1,10,1,284,3,999,1,3,-1.1,94.199,-37.5,0.879,4963.6,2
38,8,3,4,1,1,1,1,6,4,207,1,999,1,3,-1.8,92.893,-46.2,1.334,5099.1,1
